"Utility Type","Utility Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Streetlight","Total Usage"
"Publicly owned utility","Azusa Light & Water","2006","       9.530000","      81.520000","       5.340000","      77.550000","       1.430000","      80.330000","       0.000000","     255.700000"
"Publicly owned utility                            ","Azusa Light & Water                                                                                 ","2007","       8.121602","      82.149209","       5.556449","      75.424622","       1.723841","      79.068009","       0.098281","     252.142013"
"Publicly owned utility                            ","Azusa Light & Water                                                                                 ","2008","       8.986186","      80.880507","       8.649254","      72.946250","       1.980727","      76.009000","       0.106448","     249.558372"
"Publicly owned utility","Azusa Light & Water                                                                                  ","2009","       8.346320","      79.571930","      10.095265","      67.773132","       2.335563","      78.883100","       0.101134","     247.106444"
"Publicly owned utility","City of Alameda","1990","       0.005775","     127.509373","     178.152884","      22.041523","       6.498777","     125.998035","       3.400883","     463.607250"
"Publicly owned utility","City of Alameda","1991","       0.011011","     135.343366","     172.014311","      20.324789","       5.854704","     128.174109","       1.751139","     463.473429"
"Publicly owned utility","City of Alameda","1992","       0.008857","     133.718442","     201.010792","      17.707898","       6.726857","     125.319423","       3.052987","     487.545256"
"Publicly owned utility","City of Alameda","1993","       0.013225","     148.184473","     186.489560","      17.576031","       5.613346","     128.919024","       1.386453","     488.182112"
"Publicly owned utility","City of Alameda","1994","       0.007925","     154.393094","     238.927226","      13.223764","       5.318925","     130.037931","       7.409764","     549.318629"
"Publicly owned utility","City of Alameda","1995","       0.033565","     165.681896","     169.092298","       9.704197","       5.197977","     128.245129","       2.145938","     480.101000"
"Publicly owned utility","City of Alameda","1996","       0.058857","     164.649401","     212.144843","       8.541526","       5.643605","     128.018271","       2.176929","     521.233432"
"Publicly owned utility","City of Alameda","1997","       0.092916","     174.373666","      33.297247","       9.815306","       5.566184","     131.096926","       2.080697","     356.322942"
"Publicly owned utility","City of Alameda","1998","       0.087741","     206.137952","       9.866439","       9.302519","       6.862142","     131.096926","       0.000000","     363.353719"
"Publicly owned utility","City of Alameda","1999","       0.057881","     217.382142","       8.979269","       8.610671","       7.645036","     139.400536","       0.000000","     382.075535"
"Publicly owned utility","City of Alameda","2000","       0.029308","     117.420000","       4.522034","       5.201269","       4.390000","     137.030000","       0.000000","     268.592611"
"Publicly owned utility","City of Alameda","2001","       0.040000","     230.620000","       8.300000","      11.207694","       7.940000","     130.980000","       0.000000","     389.087694"
"Publicly owned utility","City of Alameda","2002","       0.040000","     270.290000","      10.370000","      14.315911","      11.280000","     132.990000","       0.000000","     439.285911"
"Publicly owned utility","City of Alameda","2003","       0.040000","     283.590000","       6.760000","      15.752230","       6.490000","     132.830000","       0.000000","     445.462230"
"Publicly owned utility","City of Alameda","2004","       0.020000","     215.500000","       6.403755","      17.453755","       5.450000","     137.960000","       0.000000","     382.787510"
"Publicly owned utility","City of Alameda","2005","       0.006000","     212.450000","       9.639991","      17.956660","       2.820000","     135.300000","       0.000000","     378.172651"
"Publicly owned utility","City of Alameda","2006","       0.020000","     270.400000","       8.790000","       7.141053","       6.490000","     139.070000","       0.000000","     431.911053"
"Publicly owned utility                            ","City of Alameda                                                                                     ","2007","       0.025273","     243.158787","      52.094027","      10.671965","       6.790820","     142.353002","       0.000000","     455.093874"
"Publicly owned utility                            ","City of Alameda                                                                                     ","2008","       0.025345","     228.649492","      45.733605","      10.655649","       6.372185","     142.466564","       0.000000","     433.902840"
"Publicly owned utility","City of Alameda                                                                                     ","2009","       0.023782","     218.371432","      41.289704","      10.155392","       9.160565","     143.435589","       0.000000","     422.436464"
